Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Build
Toyota,2003,Nigerian Used,299742,2400,Petrol,Automatic,1768000,
Infiniti,2005,Nigerian Used,133457,5600,Petrol,Automatic,3150000,SUV
Volkswagen,2006,Nigerian Used,141407,2000,Petrol,Automatic,1470000,
Toyota,2004,Foreign Used,200451,3000,Petrol,Automatic,2704000,
Mercedes-Benz,2008,Foreign Used,240272,2200,Petrol,Automatic,2940000,
Toyota,2001,Nigerian Used,346626,2200,Petrol,Automatic,1150000,
Peugeot,2007,Nigerian Used,129314,1400,Petrol,Manual,1352000,
Honda,2005,Nigerian Used,463190,2000,Petrol,Automatic,1260000,
Mercedes-Benz,2001,Nigerian Used,334919,2000,Petrol,Automatic,1680000,
Honda,2004,Nigerian Used,276927,2400,Petrol,Automatic,1155000,
Volkswagen,2009,Nigerian Used,115245,2000,Petrol,Automatic,1470000,
Ford,2011,Foreign Used,136857,2500,Petrol,Automatic,1260000,SUV
Toyota,2007,Foreign Used,193381,1800,Petrol,Manual,1995000,
Honda,2005,Nigerian Used,229049,2400,Petrol,Automatic,1155000,
Mazda,1997,Foreign Used,298736,1500,Petrol,Manual,1575000,
Toyota,2001,Nigerian Used,165585,2200,Petrol,Automatic,1196000,
Audi,2004,Foreign Used,195251,3200,Petrol,Automatic,2100000,
Mercedes-Benz,,,219148,,,Automatic,2026000,
Lexus,1999,Nigerian Used,404250,3000,Petrol,Automatic,2080000,SUV
Honda,2003,Nigerian Used,150817,24,Electric,Automatic,1456000,
Honda,2008,Nigerian Used,120089,3500,Petrol,Automatic,1575000,
Toyota,2003,Nigerian Used,299742,2400,Petrol,Automatic,1768000,
Mercedes-Benz,2003,Nigerian Used,57894,1800,Petrol,Automatic,1260000,
Toyota,2006,Nigerian Used,146907,1800,Petrol,Automatic,1890000,
Honda,2003,Nigerian Used,258793,2400,Petrol,Automatic,950000,
Kia,2011,Nigerian Used,166988,1400,Petrol,Manual,1260000,
Toyota,2005,Nigerian Used,83572,2400,Petrol,Automatic,1560000,
Peugeot,2008,Nigerian Used,459846,1900,Petrol,Manual,2310000,
Volkswagen,2006,Nigerian Used,141407,2000,Petrol,Automatic,1470000,
Lexus,2000,Nigerian Used,333387,3000,Petrol,Automatic,1470000,SUV
Honda,2005,Nigerian Used,470072,2400,Petrol,Automatic,1050000,
Honda,2005,Nigerian Used,8055,3000,Petrol,Automatic,1050000,
Peugeot,2004,Nigerian Used,122332,1800,Petrol,Manual,1248000,
Audi,2010,Foreign Used,159339,3200,Petrol,Automatic,6300000,SUV
Peugeot,2014,Nigerian Used,66988,2400,Petrol,Automatic,3885000,
Nissan,2011,Nigerian Used,,1800,Petrol,Manual,1050000,
Audi,2006,Foreign Used,256169,4100,Petrol,Automatic,3150000,
Toyota,2007,Nigerian Used,185183,24,Petrol,Automatic,1995000,
Honda,2003,Foreign Used,165951,2000,Petrol,Manual,1260000,
Honda,1998,Nigerian Used,103161,2300,Petrol,Automatic,1040000,
Honda,2005,Nigerian Used,230250,2500,Petrol,Automatic,1716000,
Toyota,2013,Nigerian Used,341049,2500,Petrol,Automatic,4784000,
Honda,2000,Nigerian Used,108559,3500,Petrol,Automatic,1040000,
Peugeot,2008,Nigerian Used,224387,1500,Petrol,Manual,1050000,
Nissan,2011,Nigerian Used,164437,2000,Petrol,Automatic,1260000,
Toyota,2004,Nigerian Used,299999,2000,Petrol,Automatic,1680000,
Mercedes-Benz,2006,Nigerian Used,261540,3000,Diesel,Automatic,1785000,
Audi,2000,Nigerian Used,198852,2400,Petrol,Automatic,1260000,
Pontiac,2004,Nigerian Used,269821,3400,Petrol,Automatic,1470000,
Honda,2007,Foreign Used,387617,3500,Petrol,Automatic,2690000,
Honda,2000,Nigerian Used,108559,3500,Petrol,Automatic,1040000,
Peugeot,2014,Nigerian Used,66988,2400,Petrol,Automatic,3885000,
Toyota,2003,Foreign Used,299999,1800,Petrol,Automatic,2520000,
Mercedes-Benz,2004,Nigerian Used,1755,1800,Petrol,Manual,1470000,
Mercedes-Benz,2011,Foreign Used,129709,5500,Petrol,Automatic,13275000,SUV
Lexus,2007,Nigerian Used,169032,3300,Hybrid,Automatic,1575000,SUV
Toyota,2004,Foreign Used,342884,1800,Petrol,Automatic,3125000,
Ford,2007,Nigerian Used,219958,3500,Petrol,Automatic,2025000,SUV
Mitsubishi,2008,Nigerian Used,70000,3800,Petrol,Automatic,1050000,SUV
Volkswagen,,,1052,,,Automatic,2935000,
Honda,2005,Nigerian Used,325017,3000,Petrol,Automatic,1155000,
Volkswagen,2009,Nigerian Used,71019,1600,Petrol,Automatic,1260000,
Nissan,2005,Nigerian Used,103863,16000,Petrol,Automatic,1050000,
Kia,,,187762,,,Automatic,1802000,
Lexus,1999,Nigerian Used,404250,3000,Petrol,Automatic,2080000,SUV
Toyota,2008,Nigerian Used,107240,3500,Petrol,Automatic,1680000,
Kia,,,187762,,,Automatic,1802000,
Nissan,2014,Nigerian Used,101533,1500,Petrol,Manual,1312500,
Lexus,2007,Nigerian Used,169032,3300,Hybrid,Automatic,1575000,SUV
Hyundai,2007,Nigerian Used,360863,2000,Petrol,Manual,1050000,
Toyota,2010,Nigerian Used,324856,1300,Petrol,AMT,2677500,
Toyota,2005,Nigerian Used,122205,1800,Petrol,Automatic,1976000,
Toyota,2005,Foreign Used,335975,1800,Petrol,Automatic,3150000,
Ford,2005,Nigerian Used,380311,2000,Petrol,Manual,1050000,
Volkswagen,2006,Nigerian Used,241123,2500,Petrol,Automatic,1260000,
Honda,2000,Nigerian Used,413686,2000,Petrol,Automatic,1144000,
Hyundai,2013,Nigerian Used,71661,1600,Petrol,Manual,1680000,
Ford,,,131240,,,Automatic,2698000,
BMW,2004,,,3000,Petrol,Automatic,1050000,
Kia,2014,Nigerian Used,86527,1600,Petrol,Automatic,3150000,
Toyota,2005,Foreign Used,299999,1800,Petrol,Automatic,2730000,
Toyota,2009,Nigerian Used,179779,1800,Petrol,Manual,1575000,
Toyota,2006,Foreign Used,273023,2000,Petrol,Automatic,1942500,
Hyundai,2021,Nigerian Used,764,1200,Petrol,Automatic,6825000,
Honda,2003,Nigerian Used,305644,3500,Petrol,Automatic,1456000,SUV
Pontiac,2003,Nigerian Used,110946,1800,Petrol,Automatic,2600000,
Peugeot,2004,Foreign Used,176687,2400,Petrol,Automatic,1785000,
Toyota,2004,Nigerian Used,180712,2400,Petrol,Automatic,1365000,
Volkswagen,2009,Nigerian Used,71019,1600,Petrol,Automatic,1260000,
Toyota,2001,Nigerian Used,219863,3000,Petrol,Automatic,1155000,
Honda,2006,Nigerian Used,248222,2400,Petrol,Automatic,1664000,
Pontiac,2003,Nigerian Used,273251,1800,Petrol,Automatic,2392000,
Mercedes-Benz,2004,Nigerian Used,1755,1800,Petrol,Manual,1470000,
Toyota,2010,Nigerian Used,319436,1800,Petrol,Automatic,1890000,
Toyota,2004,Nigerian Used,482800,1800,Petrol,Automatic,1785000,
Ford,2001,Nigerian Used,158093,1400,Petrol,Manual,1050000,
Honda,2006,Nigerian Used,248222,2400,Petrol,Automatic,1664000,
Ford,,,131240,,,Automatic,2698000,
Toyota,2004,Nigerian Used,482800,1800,Petrol,Automatic,1785000,
Opel,1999,Nigerian Used,216343,1800,Petrol,Manual,1470000,SUV
Honda,2008,Nigerian Used,290798,2400,Petrol,Automatic,1470000,
Ford,2002,Nigerian Used,279391,2000,Petrol,Automatic,1050000,
Honda,2003,Nigerian Used,305644,3500,Petrol,Automatic,1456000,SUV
Audi,2011,Nigerian Used,50930,2000,Petrol,Manual,3360000,
Toyota,2004,Foreign Used,109587,2400,Petrol,Automatic,2320000,
Toyota,2005,Foreign Used,299999,1800,Petrol,Automatic,2730000,
Nissan,2015,Nigerian Used,88572,2400,Petrol,Automatic,1470000,
Honda,2008,Nigerian Used,318649,3500,Petrol,Automatic,1155000,
Honda,2005,Nigerian Used,200956,2400,Petrol,Automatic,1352000,
Honda,2000,Nigerian Used,413686,2000,Petrol,Automatic,1144000,
Opel,2001,Foreign Used,117508,1600,Petrol,Manual,1942500,
Nissan,2003,Nigerian Used,184375,1500,Petrol,Manual,1260000,
Toyota,2004,Nigerian Used,280892,3000,Petrol,Automatic,1050000,
Honda,2008,Nigerian Used,116346,3500,Petrol,Automatic,1785000,
Lexus,2001,Nigerian Used,278388,3000,Petrol,Automatic,1050000,
Volvo,2004,Nigerian Used,567302,2500,Petrol,Automatic,1890000,SUV
Toyota,2002,Nigerian Used,294045,2400,Petrol,Automatic,1352000,
Toyota,2005,Nigerian Used,272020,1800,Petrol,Manual,1575000,
Mercedes-Benz,2005,Nigerian Used,352743,1800,Petrol,Automatic,1160000,
Mercedes-Benz,2009,Nigerian Used,7893,3000,Petrol,Automatic,3937500,
Toyota,2008,Nigerian Used,482800,1800,Petrol,Automatic,1575000,
Toyota,2005,Nigerian Used,381750,2400,Petrol,Automatic,1365000,
Honda,2007,Nigerian Used,236581,2400,Petrol,Automatic,1560000,
Toyota,2003,Nigerian Used,299999,1800,Petrol,Automatic,1785000,
Lexus,2012,Nigerian Used,128484,3500,Petrol,Automatic,8320000,SUV
Honda,2005,Nigerian Used,200956,2400,Petrol,Automatic,1352000,
Ford,2011,Foreign Used,113188,3500,Petrol,Automatic,4162500,SUV
Audi,2019,Nigerian Used,24577,5500,Petrol,Automatic,49350000,SUV
Lexus,2012,Nigerian Used,128484,3500,Petrol,Automatic,8320000,SUV
Toyota,2005,Nigerian Used,381750,2400,Petrol,Automatic,1365000,
Nissan,2015,Nigerian Used,88572,2400,Petrol,Automatic,1470000,
Honda,2003,Nigerian Used,257112,2000,Petrol,Automatic,1248000,
Honda,2006,Nigerian Used,392030,2400,Petrol,Automatic,1470000,
Kia,2011,Nigerian Used,24798,3800,Petrol,Automatic,4200000,SUV
Toyota,2003,Nigerian Used,157097,4700,Petrol,Automatic,2860000,SUV
Toyota,2004,Nigerian Used,280892,3000,Petrol,Automatic,1050000,
Opel,2001,Foreign Used,117508,1600,Petrol,Manual,1942500,
Honda,2015,Nigerian Used,87381,1800,Petrol,Manual,3675000,
Opel,,,255556,,,Manual,2026000,
Toyota,2003,Nigerian Used,426260,2400,Petrol,Automatic,3120000,
BMW,,,,,,Automatic,1522000,
Mercedes-Benz,2010,Foreign Used,,3500,Petrol,Automatic,6750000,
Honda,2006,Nigerian Used,218213,3500,Petrol,Automatic,1260000,
Nissan,2003,Nigerian Used,270851,2500,Petrol,Automatic,1050000,SUV
Honda,2008,Nigerian Used,318649,3500,Petrol,Automatic,1155000,
Honda,2012,Nigerian Used,13226,1800,Petrol,Automatic,3120000,
Toyota,2002,Nigerian Used,166867,2500,Petrol,Automatic,1352000,
Peugeot,2002,Foreign Used,158771,1600,Petrol,Manual,1470000,
Toyota,,,171058,,,Automatic,4490000,
Opel,2000,Nigerian Used,419605,1800,Petrol,Automatic,1260000,SUV
Mazda,2009,Nigerian Used,157786,2000,Petrol,Automatic,1800000,
BMW,2000,Nigerian Used,262984,30,Petrol,Automatic,1260000,
Audi,2011,Nigerian Used,50930,2000,Petrol,Manual,3360000,
Infiniti,2001,Nigerian Used,339881,3500,Petrol,Automatic,1352000,
Peugeot,2002,Nigerian Used,22930,2000,Petrol,Automatic,1470000,
Toyota,2003,Nigerian Used,299999,1800,Petrol,Automatic,1785000,
Toyota,2005,Foreign Used,90741,1800,Petrol,Automatic,2625000,
Toyota,2007,Nigerian Used,81317,3500,Petrol,Automatic,3375000,
Toyota,2002,Nigerian Used,261978,3000,Petrol,Automatic,2025000,SUV
Toyota,2002,Nigerian Used,294045,2400,Petrol,Automatic,1352000,
Lexus,2006,Nigerian Used,466356,2500,Petrol,Automatic,2835000,
Toyota,2005,Foreign Used,236042,2000,Petrol,Automatic,3675000,
Toyota,,,43836,,,Automatic,3034000,
Toyota,2007,Nigerian Used,174458,2400,Petrol,Automatic,2808000,
Nissan,1999,Foreign Used,223712,1000,Petrol,Automatic,1050000,
Mercedes-Benz,2006,Nigerian Used,208116,3500,Petrol,Automatic,1155000,
Toyota,2005,Nigerian Used,185120,3000,Petrol,Automatic,1365000,
Volkswagen,2010,Nigerian Used,184724,2500,Petrol,Automatic,1050000,
Honda,2008,Nigerian Used,290798,2400,Petrol,Automatic,1470000,
Audi,2002,Foreign Used,188315,2000,Petrol,Automatic,2310000,
Toyota,2005,Nigerian Used,156336,2000,Petrol,Automatic,1365000,
Kia,2013,Nigerian Used,135005,1400,Petrol,Automatic,1355000,
Ford,2011,Foreign Used,113188,3500,Petrol,Automatic,4162500,SUV
Infiniti,2001,Nigerian Used,339881,3500,Petrol,Automatic,1352000,
BMW,2001,Nigerian Used,225431,2200,Petrol,Automatic,1260000,
Mercedes-Benz,2006,Nigerian Used,208116,3500,Petrol,Automatic,1155000,
Mercedes-Benz,2006,Nigerian Used,531146,2500,Petrol,Automatic,1575000,
Honda,2009,Nigerian Used,432233,1600,Petrol,Automatic,1664000,
Honda,2004,Nigerian Used,130726,,Petrol,Automatic,1102500,
Kia,2011,Nigerian Used,24798,3800,Petrol,Automatic,4200000,SUV
Honda,2004,Nigerian Used,169293,3500,Petrol,Automatic,1768000,
Toyota,2009,Nigerian Used,187196,2400,Hybrid,Automatic,1785000,
Toyota,2005,Nigerian Used,180634,1500,Petrol,Automatic,1155000,
Mazda,2006,Nigerian Used,170765,2300,Petrol,Automatic,1680000,
Honda,2003,Nigerian Used,187707,2400,Petrol,Automatic,1352000,
Lexus,2004,Nigerian Used,208646,3300,Petrol,Automatic,3848000,
Honda,2005,Foreign Used,225593,2400,Petrol,Automatic,1417500,
Mercedes-Benz,2005,Nigerian Used,352743,1800,Petrol,Automatic,1160000,
Mercedes-Benz,2006,Nigerian Used,531146,2500,Petrol,Automatic,1575000,
Toyota,2005,Nigerian Used,156336,2000,Petrol,Automatic,1365000,
Volkswagen,2006,Nigerian Used,218310,2500,Petrol,Automatic,1057500,
Honda,2003,Nigerian Used,224187,3000,Petrol,Automatic,1050000,
Honda,2004,Nigerian Used,222629,,Petrol,Automatic,1155000,
Toyota,2002,Nigerian Used,163777,3000,Petrol,Automatic,1250000,
Honda,2008,Nigerian Used,157477,1800,Petrol,Automatic,1664000,
Honda,2009,Nigerian Used,432233,1600,Petrol,Automatic,1664000,
Nissan,2003,Foreign Used,148224,1800,Petrol,Manual,1055000,
Suzuki,,,1,,,Manual,4000000,
Toyota,2000,Nigerian Used,39807,2200,Petrol,Automatic,1352000,
Lexus,2006,Nigerian Used,63728,3,Hybrid,Automatic,3952000,SUV
Mazda,2006,Nigerian Used,170765,2300,Petrol,Automatic,1680000,
Toyota,2007,Nigerian Used,120352,,Petrol,Automatic,1050000,
Toyota,2008,Foreign Used,,,,,3465000,
Toyota,2004,Nigerian Used,52982,4700,Petrol,Automatic,2808000,SUV
Toyota,2005,Nigerian Used,180634,1500,Petrol,Automatic,1155000,
Toyota,2007,Nigerian Used,245616,1800,Petrol,Manual,1207500,
Mercedes-Benz,2000,Nigerian Used,170843,35,Petrol,Automatic,1050000,
Toyota,2005,Nigerian Used,149839,1800,Petrol,Automatic,2475000,
Honda,2013,Nigerian Used,186595,1500,Petrol,Automatic,3360000,
Ford,2010,Foreign Used,388488,5400,Petrol,Automatic,7800000,
BMW,2001,Nigerian Used,225431,2200,Petrol,Automatic,1260000,
Toyota,,,65817,,,Automatic,5050000,
Suzuki,2009,Nigerian Used,113587,2000,Petrol,Automatic,2100000,SUV
Toyota,2006,Foreign Used,409066,2400,Petrol,Automatic,2730000,
Peugeot,2004,Foreign Used,99999,1600,Electric,Automatic,1627500,
Volvo,2005,Foreign Used,297589,3000,Petrol,Automatic,1260000,SUV
Toyota,1999,Nigerian Used,234150,3000,Petrol,Automatic,1155000,
Kia,2018,Nigerian Used,15598,1800,Petrol,Automatic,4200000,
Toyota,2004,Nigerian Used,52982,4700,Petrol,Automatic,2808000,SUV
Mercedes-Benz,,,215674,,,Automatic,1018000,
Honda,2005,Nigerian Used,404816,2400,Petrol,Automatic,1050000,
Toyota,,,,,,,19000000,
Mercedes-Benz,2007,Foreign Used,249549,3500,Petrol,Automatic,4500000,
Toyota,2006,Foreign Used,409066,2400,Petrol,Automatic,2730000,
Suzuki,2009,Nigerian Used,113587,2000,Petrol,Automatic,2100000,SUV
Honda,2012,Nigerian Used,180989,16000,Petrol,Automatic,2415000,
Toyota,2009,Foreign Used,121871,2400,Petrol,Automatic,5062500,
Toyota,2010,Nigerian Used,360974,2400,Petrol,Automatic,1995000,
Toyota,2009,Foreign Used,90852,2400,Petrol,Automatic,4500000,
Ford,2010,Foreign Used,388488,5400,Petrol,Automatic,7800000,
Ford,2012,Foreign Used,172743,33,Petrol,Automatic,5460000,SUV
Nissan,2012,Nigerian Used,199155,2500,Petrol,Automatic,1260000,SUV
Toyota,2012,Nigerian Used,143438,1600,Petrol,Manual,2625000,
Volvo,,,56968,,,Automatic,7850000,
Toyota,2000,Nigerian Used,207581,1400,Petrol,Automatic,1047500,
Toyota,2001,Nigerian Used,327298,2200,Petrol,Automatic,1050000,
Toyota,,,65817,,,Automatic,5050000,
Lexus,2001,Nigerian Used,198044,3000,Petrol,Automatic,1365000,SUV
Toyota,2003,Nigerian Used,296443,1800,Petrol,Automatic,1312500,
Honda,2006,Nigerian Used,202078,3000,Petrol,Automatic,1018500,
Toyota,,,18462,,,Automatic,5274000,
Toyota,2004,Nigerian Used,208160,2400,Petrol,Automatic,1155000,
Toyota,,,10251,,,Automatic,14570000,
Toyota,2005,Nigerian Used,149839,1800,Petrol,Automatic,2475000,
Toyota,2004,Nigerian Used,219124,1800,Petrol,Automatic,2080000,
Toyota,,,10251,,,Automatic,14570000,
Hyundai,2010,Nigerian Used,103739,1600,Petrol,Manual,1155000,
Honda,2004,Nigerian Used,177588,3500,Petrol,Automatic,1872000,SUV
Toyota,2001,Foreign Used,111027,3000,Petrol,Automatic,3600000,SUV
Toyota,2002,Nigerian Used,,1800,Petrol,Automatic,2100000,
Honda,2012,Nigerian Used,180989,16000,Petrol,Automatic,2415000,
Toyota,2010,Nigerian Used,360974,2400,Petrol,Automatic,1995000,
Toyota,,,16986,,,Automatic,20170000,
Volvo,2008,Foreign Used,12074,3200,Petrol,Automatic,3432000,SUV
Ford,2009,Foreign Used,179134,35,Petrol,Automatic,4837500,SUV
Toyota,2007,Nigerian Used,213548,3500,Petrol,Automatic,3328000,SUV
Toyota,1999,Nigerian Used,318617,2200,Petrol,Automatic,1040000,
Honda,2009,Nigerian Used,189309,3500,Petrol,Automatic,1365000,
Toyota,2009,Foreign Used,210673,1800,Petrol,Automatic,4275000,
Lexus,2001,Nigerian Used,198044,3000,Petrol,Automatic,1365000,SUV
Toyota,,,233560,,,Automatic,2810000,
Ford,2010,Nigerian Used,137993,18,Petrol,Automatic,1260000,
Volvo,2008,Foreign Used,12074,3200,Petrol,Automatic,3432000,SUV
Toyota,2002,Nigerian Used,,1800,Petrol,Automatic,2100000,
Toyota,2010,Nigerian Used,203870,2500,Petrol,Automatic,3640000,
Mercedes-Benz,2016,Nigerian Used,41668,2000,Petrol,Automatic,10012500,
Honda,2003,Nigerian Used,229437,2400,Petrol,Automatic,1404000,
Hyundai,2009,Nigerian Used,142520,1600,Petrol,Automatic,1365000,
Honda,2004,Nigerian Used,177588,3500,Petrol,Automatic,1872000,SUV
Lexus,2004,Nigerian Used,360191,3300,Petrol,Automatic,2475000,
Toyota,2007,Foreign Used,227184,1500,Petrol,Automatic,2625000,
Honda,2014,Nigerian Used,24935,1800,Petrol,Automatic,4725000,
Honda,2008,Nigerian Used,156271,1300,Petrol,Manual,1050000,
Toyota,2007,Nigerian Used,174956,1500,Petrol,Manual,1365000,
Toyota,2008,Nigerian Used,59399,1800,Petrol,Manual,1872000,
Toyota,2009,Nigerian Used,137186,1800,Petrol,Manual,1575000,
Toyota,2001,Foreign Used,111027,3000,Petrol,Automatic,3600000,SUV
Honda,2005,Nigerian Used,131992,3000,Petrol,Automatic,1050000,
Toyota,1999,Nigerian Used,318617,2200,Petrol,Automatic,1040000,
Honda,2008,Nigerian Used,370928,2400,Petrol,Automatic,1155000,
Honda,2007,Nigerian Used,66823,1800,Petrol,Automatic,1768000,
Hyundai,2009,Nigerian Used,164565,1600,Petrol,Manual,1155000,
Honda,2002,Foreign Used,137775,1700,Petrol,Automatic,1470000,
Mercedes-Benz,2005,Nigerian Used,167169,2400,Petrol,Automatic,1470000,
Honda,2006,Nigerian Used,168907,1800,Petrol,Automatic,1365000,
Honda,2010,Nigerian Used,252463,1800,Petrol,Automatic,1575000,
Honda,2006,Nigerian Used,78511,18,Petrol,Automatic,1664000,
Honda,2008,Foreign Used,136143,1800,Petrol,Automatic,2520000,
Honda,2008,Nigerian Used,178425,1800,Petrol,Automatic,1456000,
Toyota,2003,Foreign Used,162691,1800,Petrol,Automatic,2704000,
Lexus,2007,Nigerian Used,78470,3500,Petrol,Automatic,5287500,
Toyota,2006,Nigerian Used,169259,1800,Petrol,Automatic,1365000,
Toyota,2008,Nigerian Used,59399,1800,Petrol,Manual,1872000,
Lexus,2014,Nigerian Used,53558,3500,Petrol,Automatic,8400000,SUV
Toyota,2005,Nigerian Used,195268,1800,Petrol,Automatic,1365000,
Toyota,2007,Nigerian Used,174956,1500,Petrol,Manual,1365000,
Toyota,2014,Nigerian Used,308916,1300,Petrol,Automatic,4200000,
Opel,2002,Nigerian Used,245314,1400,Petrol,Manual,1260000,
Ford,2010,Nigerian Used,137993,18,Petrol,Automatic,1260000,
Audi,2009,Foreign Used,259300,2000,Petrol,Automatic,3150000,
Honda,2006,Nigerian Used,168907,1800,Petrol,Automatic,1365000,
Honda,2005,Nigerian Used,131992,3000,Petrol,Automatic,1050000,
Toyota,2005,Nigerian Used,217805,2400,Petrol,Automatic,1260000,SUV
Volkswagen,2013,Foreign Used,131549,2500,Petrol,Automatic,5880000,
Lexus,2007,Nigerian Used,174458,3000,Petrol,Automatic,2625000,
Honda,2002,Foreign Used,137775,1700,Petrol,Automatic,1470000,
Honda,2006,Nigerian Used,78511,18,Petrol,Automatic,1664000,
Honda,2006,Foreign Used,171225,1300,Hybrid,Automatic,2704000,
Toyota,2004,Nigerian Used,70990,1800,Petrol,Automatic,2080000,
Chevrolet,2003,Foreign Used,191555,2200,Petrol,Automatic,1575000,
Toyota,2005,Nigerian Used,247930,3300,Petrol,Automatic,2250000,
Toyota,2009,Nigerian Used,137186,1800,Petrol,Manual,1575000,
Hyundai,2004,Nigerian Used,180368,3500,Petrol,Automatic,1260000,SUV
Peugeot,2004,Foreign Used,104880,1400,Petrol,Manual,1560000,
Lexus,2005,Nigerian Used,373268,3300,Petrol,Automatic,2404000,
Toyota,2004,Nigerian Used,208160,2400,Petrol,Automatic,1155000,
Toyota,2004,Nigerian Used,138916,1800,Petrol,Automatic,2250000,
Peugeot,2004,Foreign Used,89405,14,Petrol,Automatic,2288000,
Pontiac,2003,Nigerian Used,173521,1800,Petrol,Automatic,1800000,
Honda,2008,Nigerian Used,178425,1800,Petrol,Automatic,1456000,
Toyota,1999,Nigerian Used,317894,3000,Petrol,Automatic,2184000,
Honda,2007,Nigerian Used,66823,1800,Petrol,Automatic,1768000,
Honda,2008,Nigerian Used,435236,1800,Petrol,Automatic,2080000,
Mazda,2006,Nigerian Used,198963,2000,Petrol,Automatic,1365000,
Honda,2010,Nigerian Used,252463,1800,Petrol,Automatic,1575000,
Toyota,1999,Nigerian Used,224736,2000,Petrol,Automatic,1050000,
Honda,2003,Foreign Used,278048,2000,Petrol,Automatic,2047500,
Toyota,,,125482,,,Automatic,2250000,
Honda,2011,Nigerian Used,167793,3500,Petrol,Automatic,3952000,
Honda,2006,Nigerian Used,175820,1800,Petrol,Automatic,8840000,
Peugeot,,,255420,,,Manual,1074000,
Toyota,2004,Nigerian Used,482800,1800,Petrol,Automatic,1365000,
Honda,2008,Nigerian Used,218853,1500,Petrol,Automatic,1250000,
Toyota,2003,Nigerian Used,355522,3000,Petrol,Automatic,1365000,
Honda,2004,Nigerian Used,198184,3500,Petrol,Automatic,1872000,SUV
Toyota,2007,Nigerian Used,85851,1500,Petrol,Automatic,1365000,
Toyota,,,125482,,,Automatic,2250000,
Honda,2006,Nigerian Used,407637,1800,Petrol,Automatic,1560000,
Toyota,2005,Nigerian Used,247930,3300,Petrol,Automatic,2250000,
Volkswagen,2000,Foreign Used,238149,1800,Petrol,Manual,1680000,
Toyota,2004,Nigerian Used,138916,1800,Petrol,Automatic,2250000,
Honda,2006,Nigerian Used,137745,16,Petrol,Automatic,1470000,
Honda,2011,Nigerian Used,167793,3500,Petrol,Automatic,3952000,
Pontiac,2003,Nigerian Used,173521,1800,Petrol,Automatic,1800000,
Volkswagen,2003,Foreign Used,275690,1600,Petrol,Automatic,2415000,
Volkswagen,1998,Nigerian Used,206522,2000,Petrol,Automatic,1470000,
Mercedes-Benz,2005,Nigerian Used,155231,35,Petrol,Automatic,1050000,
Hyundai,2004,Nigerian Used,180368,3500,Petrol,Automatic,1260000,SUV
Volkswagen,1999,Foreign Used,300153,1600,Petrol,Manual,1575000,
Volkswagen,,,95243,,,Automatic,2586000,
Volkswagen,1999,Foreign Used,300153,1600,Petrol,Manual,1575000,
Toyota,2018,Foreign Used,159334,2500,Petrol,Automatic,13520000,
Volkswagen,,,95243,,,Automatic,2586000,
Honda,2012,Nigerian Used,58920,2400,Petrol,Automatic,2512000,
Honda,2006,Nigerian Used,309254,1800,Petrol,Manual,1312500,
Toyota,2011,Foreign Used,380494,2400,Petrol,Automatic,3937500,
Honda,2006,Nigerian Used,137745,16,Petrol,Automatic,1470000,
Toyota,2007,Nigerian Used,156731,2400,Petrol,Automatic,2808000,
Toyota,2007,Nigerian Used,85851,1500,Petrol,Automatic,1365000,
Toyota,2007,Nigerian Used,191517,1300,Petrol,Manual,1155000,
Mercedes-Benz,2005,Nigerian Used,155231,35,Petrol,Automatic,1050000,
Toyota,2002,Nigerian Used,313177,3000,Petrol,Automatic,1872000,
Mercedes-Benz,2014,Nigerian Used,143207,3500,Petrol,Automatic,9000000,SUV
Volkswagen,,,142533,,,Automatic,2250000,
Toyota,2014,Nigerian Used,92814,1800,Petrol,Automatic,3150000,
Hyundai,2007,Nigerian Used,134188,2400,Petrol,Automatic,1155000,
Volkswagen,,,222354,,,Automatic,2026000,
Volkswagen,1998,Nigerian Used,203234,2000,Petrol,Automatic,1155000,
Opel,2005,Nigerian Used,218560,1600,Petrol,Manual,1800000,
Toyota,2004,Nigerian Used,,1400,Diesel,,1260000,
Toyota,2011,Foreign Used,98103,2500,Petrol,Automatic,3990000,
Toyota,,,308380,,,Automatic,1074000,
Mercedes-Benz,2006,Foreign Used,104962,3500,Petrol,Automatic,3990000,
Toyota,2009,Foreign Used,130789,2700,Petrol,Automatic,3952000,
Mercedes-Benz,2001,Nigerian Used,432510,3200,Petrol,Automatic,1575000,
Toyota,2018,Nigerian Used,49330,2500,Petrol,Automatic,11550000,
Toyota,2003,Nigerian Used,120117,1800,Petrol,Automatic,1260000,
Toyota,2007,Nigerian Used,446224,1800,Petrol,Automatic,1470000,
Toyota,1999,Nigerian Used,225478,22,Petrol,Automatic,1040000,
Lexus,2004,Foreign Used,94868,4700,Petrol,Automatic,7200000,SUV
Toyota,2007,Nigerian Used,209333,1800,Petrol,Manual,1155000,
Toyota,2014,Nigerian Used,92814,1800,Petrol,Automatic,3150000,
Opel,2005,Nigerian Used,218560,1600,Petrol,Manual,1800000,
Toyota,2003,Foreign Used,300986,2000,Petrol,Automatic,2625000,
Infiniti,2002,Nigerian Used,109615,3500,Petrol,Automatic,892500,SUV
Lexus,2004,Foreign Used,94868,4700,Petrol,Automatic,7200000,SUV
Toyota,2010,Foreign Used,184530,1800,Petrol,Automatic,4056000,
