Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Build
Lexus,2008,Foreign Used,155665,3500,Petrol,Automatic,3570000,SUV
Hyundai,2011,Foreign Used,189814,2000,Petrol,Automatic,3255000,
Lexus,2004,Nigerian Used,220223,3300,Petrol,Automatic,2600000,
Lexus,2005,Foreign Used,101051,3300,Petrol,Automatic,2520000,
Ford,2003,Nigerian Used,426254,4000,Petrol,Automatic,2047500,
Toyota,2008,Nigerian Used,307470,2400,Petrol,Automatic,2835000,SUV
Toyota,,,126364,,,Automatic,7850000,
Lexus,2014,Foreign Used,187603,3300,Petrol,Automatic,9240000,
Ford,2007,Nigerian Used,115975,3500,Petrol,Automatic,2200000,SUV
Jeep,,,190057,,,Automatic,3930000,
Hyundai,2011,Foreign Used,115527,2400,Petrol,Automatic,3675000,
Hyundai,2017,Nigerian Used,66012,1600,Petrol,Automatic,6825000,
Mercedes-Benz,2013,Nigerian Used,239707,4500,Petrol,Automatic,18720000,
Toyota,2009,Nigerian Used,172537,3500,Petrol,Automatic,4725000,SUV
Ford,2012,Nigerian Used,130722,3500,Petrol,CVT,2835000,SUV
Toyota,2010,Nigerian Used,108350,2400,Petrol,Automatic,3712500,
Ford,,,49215,,,Automatic,3930000,
Hyundai,,,200830,,,Manual,4000000,
Lexus,2010,Foreign Used,279373,3500,Petrol,Automatic,9880000,SUV
Hyundai,2013,Foreign Used,139775,2000,Petrol,Automatic,8112000,SUV
Toyota,2019,Foreign Used,16170,1800,Hybrid,CVT,14175000,
Mercedes-Benz,2007,Nigerian Used,210226,4500,Petrol,Automatic,4249440,SUV
Toyota,,,22914,,,Automatic,10202000,
Mercedes-Benz,2010,Nigerian Used,,3500,Petrol,Automatic,6032000,SUV
Mercedes-Benz,2007,Foreign Used,192028,3500,Petrol,Automatic,6448000,SUV
Lexus,2004,Nigerian Used,179555,3400,Petrol,Automatic,3640000,SUV
Toyota,2011,Foreign Used,147685,1800,Petrol,Automatic,4472000,
Hyundai,2012,Nigerian Used,259708,2000,Petrol,Automatic,3640000,
Jeep,2011,Foreign Used,119865,3700,Petrol,Automatic,5775000,SUV
Porsche,,,148559,,,Automatic,2698000,
Hyundai,2018,Foreign Used,159401,2400,Petrol,Automatic,13125000,
Hyundai,2011,Foreign Used,229956,2400,Petrol,Automatic,3360000,
Toyota,2004,Nigerian Used,158023,4700,Petrol,Automatic,1837500,
Acura,2005,Foreign Used,288147,3500,Petrol,Automatic,2310000,SUV
Lexus,2004,Nigerian Used,78851,3600,Petrol,Automatic,3848000,SUV
Lexus,2002,Foreign Used,10540,35,Petrol,Automatic,2730000,
Porsche,2017,Nigerian Used,68343,3600,Petrol,Automatic,18900000,SUV
Lexus,2003,Nigerian Used,299647,4700,Petrol,Automatic,3675000,SUV
Hyundai,2012,Foreign Used,129479,2000,Petrol,Automatic,4168000,
Lexus,2010,Nigerian Used,108096,5700,Petrol,Automatic,15750000,SUV
Toyota,2011,Foreign Used,95491,1800,Petrol,Automatic,4680000,
Toyota,2010,Foreign Used,185585,1800,Petrol,Automatic,3675000,
Lexus,2004,Nigerian Used,78851,3600,Petrol,Automatic,3848000,SUV
Toyota,2006,Foreign Used,82216,3000,Petrol,Automatic,3224000,
Hyundai,2011,Foreign Used,262343,2400,Petrol,Automatic,3675000,
Toyota,,,126364,,,Automatic,7850000,
Hyundai,2013,Foreign Used,139775,2000,Petrol,Automatic,8112000,SUV
Hyundai,2016,Foreign Used,194783,2400,Petrol,Automatic,5250000,
Toyota,2008,Nigerian Used,56479,3500,Petrol,Automatic,5400000,SUV
Toyota,,,22914,,,Automatic,10202000,
Toyota,2019,Foreign Used,16170,1800,Hybrid,CVT,14175000,
Mercedes-Benz,,,84716,,,Automatic,5610000,
Toyota,2006,Foreign Used,136201,2500,Petrol,Automatic,2625000,
Lexus,2003,Nigerian Used,252622,3500,Petrol,Automatic,2600000,SUV
Pontiac,2007,Foreign Used,322537,3400,Petrol,Automatic,2205000,SUV
Ford,2008,Foreign Used,298967,5400,Petrol,Automatic,2625000,
Toyota,2013,Foreign Used,79207,2400,Petrol,Automatic,4960000,
Hyundai,,,116158,,,Automatic,4490000,
Fiat,,,319568,,,Automatic,1620000,
Lexus,2003,Nigerian Used,252622,3500,Petrol,Automatic,2600000,SUV
Toyota,2017,Foreign Used,101103,1800,Petrol,Automatic,7350000,
Toyota,2006,Foreign Used,136201,2500,Petrol,Automatic,2625000,
Toyota,2012,Foreign Used,78080,2800,Petrol,Automatic,4200000,
Toyota,2006,Nigerian Used,206432,3300,Petrol,Automatic,2860000,SUV
Ford,2007,Nigerian Used,127500,4000,Petrol,Automatic,2205000,SUV
Toyota,2013,Foreign Used,74142,1800,Petrol,Automatic,4095000,
Hyundai,2016,Foreign Used,194783,2400,Petrol,Automatic,5250000,
Toyota,2003,Nigerian Used,199651,4000,Petrol,Automatic,2912000,SUV
Toyota,2010,Nigerian Used,87786,2400,Petrol,Automatic,3150000,
Toyota,2004,Nigerian Used,345811,3300,Petrol,Automatic,2496000,
Ford,2008,Foreign Used,298967,5400,Petrol,Automatic,2625000,
Jeep,,,,,,Automatic,5610000,
Toyota,2013,Foreign Used,74142,1800,Petrol,Automatic,4095000,
Lexus,2007,Nigerian Used,,3500,Petrol,Automatic,3150000,SUV
Toyota,2012,Nigerian Used,370677,2500,Petrol,Automatic,4387500,
Jeep,,,,,,Automatic,5610000,
Toyota,2009,Foreign Used,207347,1800,Petrol,Automatic,3727500,
Hummer,2005,Nigerian Used,139809,6000,Petrol,Automatic,6300000,SUV
Hyundai,2012,Nigerian Used,259708,2000,Petrol,Automatic,3640000,
Lexus,2005,Nigerian Used,134607,4500,Petrol,Automatic,2625000,SUV
Toyota,2012,Foreign Used,78080,2800,Petrol,Automatic,4200000,
Hyundai,2016,Nigerian Used,191019,2400,Petrol,Automatic,4725000,
Mercedes-Benz,2010,Nigerian Used,,3500,Petrol,Automatic,6032000,SUV
Chevrolet,2000,Foreign Used,319491,2200,Petrol,Manual,3150000,
Toyota,2007,Nigerian Used,102334,2400,Petrol,Automatic,2415000,
MG,2003,Nigerian Used,105744,1800,Diesel,Automatic,1575000,
Toyota,2009,Foreign Used,167190,1800,Petrol,Automatic,4160000,
Toyota,2015,Foreign Used,236022,1800,Petrol,Automatic,6090000,
Hyundai,2015,Foreign Used,172745,2400,Petrol,Automatic,5775000,
Dodge,2012,Nigerian Used,190880,3500,Petrol,Automatic,4725000,
Honda,2010,Nigerian Used,308710,1300,Petrol,Automatic,2940000,
Toyota,2013,Foreign Used,88055,2500,Petrol,Automatic,5720000,
Toyota,2007,Nigerian Used,81254,3500,Petrol,Automatic,2600000,
Toyota,2005,Nigerian Used,98692,2400,Petrol,Automatic,2600000,SUV
Ford,2012,Nigerian Used,226281,3500,Petrol,Automatic,2520000,SUV
Toyota,2007,Nigerian Used,163559,3500,Petrol,Automatic,2520000,
Acura,2008,Nigerian Used,158238,2300,Petrol,Automatic,3432000,SUV
Hyundai,2011,Foreign Used,138548,2400,Petrol,Automatic,3952000,
Hyundai,2014,Foreign Used,112615,2400,Petrol,Automatic,6825000,SUV
Hyundai,2015,Nigerian Used,180020,2400,Petrol,Automatic,5250000,
Toyota,2009,Nigerian Used,124173,2400,Petrol,Automatic,3328000,
Hyundai,2018,Foreign Used,134257,1800,Petrol,Automatic,8400000,
Toyota,2013,Nigerian Used,78485,3500,Petrol,Automatic,4680000,
Lexus,2004,Nigerian Used,254872,3300,Petrol,Automatic,3150000,SUV
Ford,,,206590,,,Automatic,4154000,
Land Rover,2014,Foreign Used,204656,3500,Petrol,Automatic,22050000,SUV
Toyota,2010,Foreign Used,93012,1800,Petrol,Automatic,4680000,
Toyota,2009,Foreign Used,306514,1800,Petrol,Automatic,3570000,
Hyundai,2016,Nigerian Used,77842,2400,Petrol,Automatic,6032000,
Hyundai,2016,Nigerian Used,191019,2400,Petrol,Automatic,4725000,
Toyota,2012,Nigerian Used,82882,2500,Petrol,Automatic,3570000,
Hyundai,2015,Nigerian Used,71181,1600,Petrol,Automatic,8400000,SUV
Toyota,2007,Nigerian Used,290721,3500,Petrol,Automatic,2782500,SUV
Hyundai,2012,Foreign Used,132315,2400,Petrol,Automatic,3990000,
Lexus,2004,Foreign Used,144353,3300,Petrol,Automatic,2940000,
Dodge,2008,Nigerian Used,2870739,3500,Petrol,Automatic,2100000,
Toyota,2011,Foreign Used,199390,1800,Petrol,Automatic,4368000,
Hyundai,2015,Nigerian Used,180020,2400,Petrol,Automatic,5250000,
Toyota,2005,Nigerian Used,98692,2400,Petrol,Automatic,2600000,SUV
Infiniti,2004,Nigerian Used,101828,4500,Petrol,Automatic,2625000,SUV
Toyota,2004,Nigerian Used,184240,3300,Petrol,Automatic,1890000,
Hyundai,2015,Nigerian Used,86960,3300,Petrol,Automatic,6615000,SUV
Ford,2010,Nigerian Used,280188,3000,Petrol,Automatic,2625000,SUV
Renault,,,82123,,,Automatic,1690000,
Toyota,2007,Nigerian Used,219127,2400,Petrol,Automatic,2600000,
Hyundai,2015,Foreign Used,122448,2400,Petrol,AMT,9450000,SUV
Toyota,2011,Nigerian Used,163716,2400,Petrol,Automatic,2730000,
Toyota,2007,Nigerian Used,188877,2400,Petrol,Automatic,2600000,
Toyota,2013,Foreign Used,88055,2500,Petrol,Automatic,5720000,
Toyota,2009,Foreign Used,92602,1800,Petrol,Automatic,3570000,
Lexus,2005,Nigerian Used,76060,3300,Petrol,Automatic,2600000,
Ford,2010,Foreign Used,463172,3000,Petrol,Automatic,2835000,SUV
Lexus,,,184611,,,Automatic,2922000,
Toyota,2009,Nigerian Used,169361,3600,Petrol,Automatic,2808000,
Ford,2009,Nigerian Used,11096,3500,Petrol,Automatic,2100000,
Toyota,2012,Nigerian Used,143200,2500,Petrol,Automatic,3990000,
Toyota,2011,Foreign Used,199390,1800,Petrol,Automatic,4368000,
Lexus,2008,Nigerian Used,100098,3500,Petrol,Automatic,3675000,SUV
Land Rover,2007,Nigerian Used,185503,4200,Petrol,Automatic,2100000,SUV
Toyota,2002,Nigerian Used,196880,5600,Petrol,Automatic,2310000,SUV
Lexus,2004,Nigerian Used,195760,3300,Petrol,Automatic,2496000,
Toyota,2008,Nigerian Used,308809,3500,Petrol,Automatic,2625000,SUV
Hyundai,2014,Foreign Used,112615,2400,Petrol,Automatic,6825000,SUV
Toyota,2007,Nigerian Used,91854,2400,Petrol,Automatic,2205000,SUV
Lexus,2006,Nigerian Used,310182,3000,Petrol,Automatic,2310000,
Toyota,2008,Nigerian Used,211165,3500,Petrol,Automatic,2625000,SUV
Lexus,2007,Nigerian Used,228749,2500,Petrol,Automatic,2782500,
Lexus,2010,Nigerian Used,163603,3500,Petrol,Automatic,4688000,
Lexus,,,112762,,,Automatic,1914000,
Toyota,2010,Nigerian Used,87786,2400,Petrol,Automatic,3150000,
Land Rover,2014,Foreign Used,204656,3500,Petrol,Automatic,22050000,SUV
Toyota,2004,Nigerian Used,138325,4700,Petrol,Automatic,2912000,SUV
Lexus,2005,Nigerian Used,152784,2500,Petrol,Automatic,2782500,
Acura,2009,Nigerian Used,10351,35,Petrol,Automatic,3640000,
Lexus,2004,Nigerian Used,106126,3300,Petrol,Automatic,2288000,
Mercedes-Benz,2007,Foreign Used,305375,3500,Petrol,Automatic,3675000,SUV
Toyota,2009,Foreign Used,306514,1800,Petrol,Automatic,3570000,
Acura,2007,Nigerian Used,354807,3700,Petrol,Automatic,2572500,SUV
Toyota,2010,Foreign Used,93012,1800,Petrol,Automatic,4680000,
Toyota,2009,Nigerian Used,256020,2400,Petrol,Automatic,2600000,
Ford,2010,Nigerian Used,83505,1600,Petrol,Automatic,1912500,
Toyota,2011,Nigerian Used,145611,3500,Petrol,Automatic,2520000,
Lexus,2002,Foreign Used,194524,3300,Petrol,Automatic,2520000,
Hyundai,2012,Foreign Used,180555,1800,Petrol,Automatic,3990000,
Nissan,2008,Foreign Used,113279,3500,Petrol,Automatic,3675000,SUV
MG,2003,Nigerian Used,105744,1800,Diesel,Automatic,1575000,
Lexus,2007,Foreign Used,259837,3500,Petrol,Automatic,4732000,
Renault,,,29955,,,Automatic,1707500,
Renault,,,82123,,,Automatic,1690000,
Hyundai,,,126473,,,Automatic,6730000,
Lexus,2002,Nigerian Used,125060,3000,Petrol,Automatic,2496000,
Ford,2010,Nigerian Used,280188,3000,Petrol,Automatic,2625000,SUV
Toyota,2008,Nigerian Used,211165,3500,Petrol,Automatic,2625000,SUV
Toyota,2004,Nigerian Used,258147,3300,Petrol,Automatic,2496000,
Toyota,2007,Nigerian Used,,2400,Petrol,Automatic,2100000,
Toyota,2012,Nigerian Used,34224,3500,Petrol,Automatic,4410000,
Lexus,2005,Nigerian Used,76060,3300,Petrol,Automatic,2600000,
Toyota,2009,Nigerian Used,136477,1800,Petrol,Automatic,3692000,
Toyota,2007,Nigerian Used,102334,2400,Petrol,Automatic,2415000,
Ford,2009,Nigerian Used,11096,3500,Petrol,Automatic,2100000,
Toyota,2011,Nigerian Used,57764,1800,Petrol,Automatic,4680000,
Toyota,2005,Nigerian Used,436987,1600,Petrol,Automatic,2137500,
Lexus,2004,Nigerian Used,195760,3300,Petrol,Automatic,2496000,
Toyota,2008,Foreign Used,166063,2400,Petrol,Automatic,3952000,
Acura,2008,Nigerian Used,186539,3700,Petrol,Automatic,2940000,SUV
Toyota,2009,Nigerian Used,240394,1800,Petrol,Automatic,3432000,
Ford,,,168131,,,Automatic,1690000,
Mercedes-Benz,2013,Nigerian Used,82908,3500,Petrol,Automatic,4680000,
Toyota,2009,Nigerian Used,120332,2400,Petrol,Automatic,2600000,
Mercedes-Benz,2006,Foreign Used,242654,5000,Petrol,Automatic,4725000,
Pontiac,2009,Foreign Used,246153,1800,Petrol,Automatic,3360000,
Chrysler,2013,Foreign Used,182823,24,Petrol,Automatic,4200000,
Lexus,2009,Nigerian Used,1530065,3500,Petrol,Automatic,4784000,SUV
Toyota,2012,Foreign Used,89735,1800,Petrol,Automatic,5200000,
Infiniti,2006,Nigerian Used,169239,5600,Petrol,Automatic,1675000,SUV
Ford,2013,Nigerian Used,99988,3500,Petrol,Automatic,2625000,SUV
Toyota,2006,Nigerian Used,341149,3500,Petrol,Automatic,2625000,SUV
Toyota,2004,Nigerian Used,96072,4000,Petrol,Automatic,1837500,SUV
Lexus,2005,Foreign Used,101051,3300,Petrol,Automatic,2520000,
Ford,,,206590,,,Automatic,4154000,
Ford,2013,Foreign Used,150025,2000,Petrol,Automatic,3990000,
Toyota,2007,Foreign Used,184835,2400,Petrol,Automatic,3952000,
Hyundai,2013,Nigerian Used,102268,1800,Petrol,Automatic,3120000,
Acura,2006,Nigerian Used,114031,3500,Petrol,Automatic,1768000,SUV
Toyota,2013,Nigerian Used,50411,1800,Petrol,Automatic,3150000,
Toyota,2007,Foreign Used,258598,1800,Petrol,Automatic,3328000,
Toyota,2011,Foreign Used,87282,,,Automatic,4200000,
Hyundai,2013,Nigerian Used,85345,2400,Petrol,Automatic,4042500,SUV
Hyundai,2012,Nigerian Used,58248,2000,Petrol,Automatic,3125000,
Toyota,2013,Nigerian Used,50411,1800,Petrol,Automatic,3150000,
Hyundai,2011,Foreign Used,102194,1800,Petrol,Automatic,3465000,
Acura,2009,Nigerian Used,429408,3700,Petrol,Automatic,2625000,SUV
Lexus,2006,Nigerian Used,310182,3000,Petrol,Automatic,2310000,
Lexus,2002,Foreign Used,427071,3000,Petrol,Automatic,2887500,
Toyota,2015,Foreign Used,62148,1800,Petrol,Automatic,5775000,
Lexus,2008,Nigerian Used,132323,3500,Petrol,Automatic,2625000,
Toyota,2009,Nigerian Used,196918,2400,Petrol,Automatic,3328000,
Toyota,2007,Nigerian Used,203882,3300,Petrol,Automatic,2500000,
Land Rover,,,46887,,,Automatic,3930000,
Toyota,2010,Nigerian Used,133492,2400,Petrol,Automatic,2964000,
Toyota,2015,Nigerian Used,90272,2400,Petrol,Automatic,5928000,
Toyota,2006,Foreign Used,290415,3500,Petrol,Automatic,2625000,
Acura,2010,Nigerian Used,112020,3700,Petrol,Automatic,4680000,SUV
Hyundai,2014,Nigerian Used,101951,2000,Petrol,Automatic,3360000,SUV
Lexus,2007,Nigerian Used,,3500,Petrol,Automatic,3150000,SUV
Hyundai,,,40382,,,Automatic,7178000,
Lexus,2008,Nigerian Used,213189,3500,Petrol,Automatic,3360000,
Chevrolet,,,139741,,,Automatic,4154000,
Toyota,2013,Foreign Used,195542,1800,Petrol,Automatic,4992000,
Toyota,2015,Foreign Used,46336,3500,Petrol,Automatic,15080000,SUV
Ford,2010,Foreign Used,463172,3000,Petrol,Automatic,2835000,SUV
Hyundai,2014,Foreign Used,122936,3800,Petrol,Automatic,5565000,
Ford,2007,Foreign Used,292069,3500,Petrol,Automatic,3640000,SUV
Toyota,2004,Nigerian Used,165284,3300,Petrol,Automatic,2756000,SUV
Pontiac,2007,Foreign Used,322537,3400,Petrol,Automatic,2205000,SUV
Toyota,2007,Foreign Used,194783,2000,Petrol,Automatic,4160000,
Land Rover,,,146891,,,Automatic,12330000,
Mercedes-Benz,2007,Foreign Used,305375,3500,Petrol,Automatic,3675000,SUV
Toyota,2004,Nigerian Used,141882,3500,Petrol,Automatic,2310000,SUV
Toyota,2010,Foreign Used,219320,1800,Petrol,Automatic,3952000,
Mercedes-Benz,2008,Nigerian Used,324323,4700,Petrol,Automatic,6760000,SUV
Toyota,2012,Foreign Used,279251,1800,Petrol,Automatic,4515000,
Lexus,2004,Nigerian Used,120847,3300,Petrol,Automatic,2392000,
Lexus,2006,Nigerian Used,128350,2500,Petrol,Automatic,2625000,
Toyota,2005,Nigerian Used,94077,3300,Petrol,Automatic,2520000,SUV
Mercedes-Benz,2006,Nigerian Used,13571,3400,Petrol,Automatic,3744000,SUV
Toyota,2009,Nigerian Used,134528,3500,Petrol,Automatic,2704000,
Hummer,2005,Nigerian Used,139809,6000,Petrol,Automatic,6300000,SUV
Lexus,2003,Nigerian Used,206338,3000,Petrol,Automatic,2100000,
Hyundai,2016,Nigerian Used,33844,20000,Petrol,Automatic,6344000,
Lexus,2005,Nigerian Used,148435,3000,Petrol,Automatic,2310000,
Hyundai,2015,Foreign Used,127274,5000,Petrol,Automatic,10500000,
Toyota,2008,Nigerian Used,45961,3500,Petrol,Automatic,2205000,
Toyota,2015,Foreign Used,46336,3500,Petrol,Automatic,15080000,SUV
Ford,2010,Nigerian Used,248893,3500,Petrol,Automatic,2467500,SUV
Lexus,2006,Nigerian Used,121412,3300,Petrol,Automatic,2310000,
Lexus,2002,Nigerian Used,218353,3000,Petrol,Automatic,1995000,
Dodge,2008,Nigerian Used,2870739,3500,Petrol,Automatic,2100000,
Toyota,2010,Foreign Used,185460,1800,Petrol,Automatic,3622500,
Lexus,2005,Nigerian Used,156418,3300,Petrol,Automatic,3328000,SUV
Toyota,2006,Nigerian Used,96343,3500,Petrol,Automatic,1995000,SUV
Toyota,2008,Nigerian Used,93578,3500,Petrol,Automatic,3952000,SUV
Toyota,2008,Foreign Used,166063,2400,Petrol,Automatic,3952000,
Toyota,2009,Nigerian Used,216256,1800,Petrol,Automatic,3120000,
Chevrolet,2011,Foreign Used,175142,3600,Petrol,Automatic,4725000,
Toyota,2008,Foreign Used,306427,5700,Petrol,Automatic,15080000,
Toyota,2016,Foreign Used,76965,1800,Petrol,Automatic,6090000,
Chrysler,2013,Foreign Used,182823,24,Petrol,Automatic,4200000,
Toyota,2002,Nigerian Used,215340,3000,Petrol,Automatic,2200000,SUV
Toyota,2005,Nigerian Used,436987,1600,Petrol,Automatic,2137500,
Toyota,2007,Nigerian Used,203882,3300,Petrol,Automatic,2500000,
Land Rover,2009,Nigerian Used,128701,4400,Petrol,Automatic,2940000,SUV
Chrysler,2015,Nigerian Used,57904,3600,Petrol,Automatic,5040000,
Acura,2010,Nigerian Used,112020,3700,Petrol,Automatic,4680000,SUV
Hyundai,,,40382,,,Automatic,7178000,
Lexus,2002,Foreign Used,427071,3000,Petrol,Automatic,2887500,
Toyota,2012,Foreign Used,279251,1800,Petrol,Automatic,4515000,
Toyota,2007,Nigerian Used,108179,2400,Petrol,Automatic,2625000,SUV
Toyota,2005,Nigerian Used,245731,3300,Petrol,Automatic,2310000,SUV
Mercedes-Benz,2008,Nigerian Used,324323,4700,Petrol,Automatic,6760000,SUV
Toyota,2010,Foreign Used,90364,1800,Petrol,Automatic,3858750,
Toyota,2003,Nigerian Used,342633,4000,Petrol,Automatic,2300000,SUV
Toyota,2009,Foreign Used,171795,1800,Petrol,Automatic,3465000,
Lexus,2002,Nigerian Used,170739,3300,Petrol,Automatic,1785000,
Chevrolet,2012,Nigerian Used,215704,2400,Petrol,Automatic,3260000,
Hyundai,,,47001,,,Automatic,8298000,
Toyota,2012,Nigerian Used,96357,1800,Petrol,Automatic,3640000,
Toyota,2003,Foreign Used,321420,3000,Petrol,Automatic,2641600,
Lexus,2006,Foreign Used,210836,3000,Petrol,Automatic,2835000,
Chevrolet,2014,Nigerian Used,,1800,Petrol,Automatic,2625000,
Ford,2007,Nigerian Used,209088,3500,Petrol,Automatic,1890000,SUV
Toyota,2010,Foreign Used,85212,2500,Petrol,Automatic,4264000,
Ford,2010,Nigerian Used,248893,3500,Petrol,Automatic,2467500,SUV
Toyota,2006,Nigerian Used,96343,3500,Petrol,Automatic,1995000,SUV
Lexus,2005,Nigerian Used,57855,3300,Petrol,Automatic,2835000,SUV
Toyota,2007,Nigerian Used,200280,20000,Petrol,Automatic,2600000,
Toyota,,,174070,,,Automatic,17930000,
Mercedes-Benz,,,160920,,,Automatic,5610000,
Mercedes-Benz,2010,Nigerian Used,84345,3500,Petrol,Automatic,5775000,SUV
Toyota,2011,Foreign Used,77646,2500,Petrol,Automatic,2835000,
Toyota,2016,Nigerian Used,49604,1800,Petrol,Automatic,5200000,
Infiniti,2006,Nigerian Used,169239,5600,Petrol,Automatic,1675000,SUV
Toyota,2007,Nigerian Used,144602,3300,Petrol,Automatic,2600000,
Toyota,,,115813,,,Automatic,2810000,
Toyota,2007,Foreign Used,10199,3500,Petrol,Automatic,2362500,
Chevrolet,2009,Foreign Used,274542,3600,Petrol,Automatic,6300000,SUV
Toyota,2007,Nigerian Used,285350,2400,Petrol,Automatic,2205000,
Hyundai,2011,Foreign Used,89090,2400,Petrol,Automatic,4160000,
Toyota,2008,Nigerian Used,318285,2400,Petrol,Automatic,2964000,
Toyota,2010,Nigerian Used,189739,2500,Petrol,Automatic,3432000,
Ford,2007,Nigerian Used,95227,3500,Petrol,Automatic,2600000,SUV
Lexus,2003,Nigerian Used,122125,3000,Petrol,Automatic,2080000,
Toyota,2003,Nigerian Used,112583,3000,Petrol,Automatic,2100000,SUV
Hyundai,,,143168,,,Automatic,6282000,
Toyota,2011,Nigerian Used,248863,3500,Petrol,Automatic,6240000,SUV
Toyota,2009,Nigerian Used,274265,2400,Petrol,Automatic,2415000,
Chevrolet,,,36337,,,Automatic,5834000,
Toyota,2005,Nigerian Used,245731,3300,Petrol,Automatic,2310000,SUV
Kia,2005,Foreign Used,162872,3500,Petrol,Automatic,2835000,
Toyota,2011,Nigerian Used,135036,1800,Petrol,Automatic,3224000,
Lexus,2008,Foreign Used,149092,3500,Petrol,Automatic,5145000,SUV
Toyota,2007,Nigerian Used,105517,3500,Petrol,Automatic,2600000,
Toyota,2009,Nigerian Used,143829,2700,Petrol,Automatic,5512000,SUV
Toyota,2002,Nigerian Used,215340,3000,Petrol,Automatic,2200000,SUV
Lexus,2005,Nigerian Used,268389,3000,Petrol,Automatic,2415000,
Toyota,2008,Nigerian Used,101224,3500,Petrol,Automatic,2625000,
Toyota,2007,Nigerian Used,201547,2700,Petrol,Automatic,3120000,
Ford,2012,Nigerian Used,114305,2500,Petrol,Automatic,2100000,
Nissan,2008,Foreign Used,113279,3500,Petrol,Automatic,3675000,SUV
Toyota,2016,Nigerian Used,49604,1800,Petrol,Automatic,5200000,
Mercedes-Benz,2010,Nigerian Used,161785,3500,Petrol,Automatic,5550000,SUV
Hyundai,2011,Foreign Used,89090,2400,Petrol,Automatic,4160000,
Lexus,2008,Nigerian Used,136552,2500,Petrol,Automatic,2520000,
Toyota,2017,Nigerian Used,99735,2400,Petrol,Automatic,10500000,
Ford,2007,Nigerian Used,95227,3500,Petrol,Automatic,2600000,SUV
Chevrolet,,,123,,,Automatic,11800000,
Lexus,2008,Foreign Used,149092,3500,Petrol,Automatic,5145000,SUV
Toyota,2004,Nigerian Used,261074,2400,Petrol,Automatic,3120000,
Dodge,2004,Nigerian Used,396150,3700,Petrol,Automatic,1575000,
Toyota,2009,Nigerian Used,276128,1500,Hybrid,Automatic,2625000,
Toyota,,,138400,,,Automatic,3090000,
Toyota,2015,Nigerian Used,65786,3500,Petrol,Automatic,6552000,
Lexus,2007,Nigerian Used,241931,3500,Petrol,Automatic,4888000,
Hyundai,2011,Foreign Used,196330,1800,Petrol,Automatic,4160000,
Toyota,2011,Nigerian Used,115034,2700,Petrol,Automatic,6968000,SUV
Toyota,2003,Nigerian Used,342633,4000,Petrol,Automatic,2300000,SUV
Toyota,2007,Nigerian Used,333942,3500,Petrol,Automatic,2600000,
Ford,2013,Nigerian Used,99988,3500,Petrol,Automatic,2625000,SUV
Toyota,2005,Foreign Used,140590,2400,Petrol,Automatic,2808000,
Land Rover,,,151210,,,Automatic,4490000,
Hyundai,,,102206,,,Automatic,5498000,
Lexus,2008,Nigerian Used,136552,2500,Petrol,Automatic,2520000,
Kia,2013,Nigerian Used,37455,3500,Petrol,Automatic,3412500,SUV
Toyota,2009,Nigerian Used,269616,1800,Petrol,Automatic,2415000,
Toyota,,,138400,,,Automatic,3090000,
Toyota,2003,Foreign Used,308967,3000,Petrol,Automatic,2415103,
SsangYong,2009,Nigerian Used,155231,2400,Petrol,Automatic,2625000,SUV
Toyota,2010,Foreign Used,189486,1800,Petrol,Automatic,3570000,
Lexus,2002,Nigerian Used,218353,3000,Petrol,Automatic,1995000,
Kia,2015,Nigerian Used,88662,3300,Petrol,Automatic,10500000,
Toyota,2007,Nigerian Used,312282,3500,Petrol,Automatic,2496000,
Toyota,2009,Nigerian Used,164957,3500,Petrol,Automatic,2808000,
Toyota,2012,Nigerian Used,179951,5700,Petrol,Automatic,5250000,
Toyota,2010,Foreign Used,163019,1800,Petrol,Automatic,3780000,
Toyota,2014,Nigerian Used,71601,1800,Petrol,Automatic,4410000,
Hyundai,2011,Nigerian Used,99145,18,Petrol,Automatic,3120000,
Acura,2006,Nigerian Used,112158,3500,Petrol,Automatic,1872000,
Toyota,2010,Nigerian Used,188499,2500,Petrol,Automatic,3120000,
Toyota,2011,Nigerian Used,144248,2500,Petrol,Automatic,2730000,
Toyota,2009,Nigerian Used,1449691,1600,Petrol,Automatic,2860000,
Toyota,2003,Foreign Used,151679,1800,Petrol,Automatic,2496000,
Chevrolet,2008,Nigerian Used,221552,2400,Hybrid,Automatic,2047500,
Toyota,2010,Foreign Used,210366,2500,Petrol,Automatic,5616000,SUV
Mercedes-Benz,2012,Nigerian Used,280907,3500,Petrol,Automatic,3780000,
Toyota,2013,Nigerian Used,76486,2400,Petrol,Automatic,3744000,
Toyota,2007,Nigerian Used,115055,2400,Petrol,Automatic,2600000,
Lexus,2002,Nigerian Used,221831,3000,Petrol,Automatic,2184000,
Toyota,2012,Nigerian Used,93685,1800,Petrol,Automatic,4160000,
Jeep,2007,Nigerian Used,75157,3700,Petrol,Automatic,1575000,SUV
Kia,2012,Nigerian Used,145309,3500,Petrol,Automatic,5250000,SUV
Toyota,2009,Nigerian Used,264799,2400,Petrol,Automatic,2205000,
Kia,2016,Foreign Used,77152,3000,Petrol,Automatic,9450000,
Hyundai,2010,Nigerian Used,112204,2200,Petrol,Automatic,4200000,SUV
Hyundai,,,17122,,,Automatic,9530000,
